,Track Name,Artist,Streams,date,spotify_id,year,Streamstotal,album,release_date,length,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,release_date_year,genre1,genre2,genre3,genre4,genre5,genre6,genre7,genre8,genre9,genre10,genres_together,artist_id,artist_followers,artist_popularity,streamstotal_weights,genre_depurated,genre_depurated_final
0,Tusa,KAROL G,432730,2020-03-13,7k4t7uLgtOxPwTpFmtJNTY,2020,19082982,Tusa,2019-11-07,0.3249719849526501,0.91,0.295,0.8029999999999999,0.715,0.000134,0.0574,0.9114248194353248,0.3977996525767226,0.574,0.2581595633088574,4,2019-01-01,latin,reggaeton,reggaeton colombiano,,,,,,,,"latin,reggaeton,reggaeton colombiano",790FomKkXshlbRYZFtlgla,11614405,0.8888888888888888,0.017032694937215206,reggaeton,reggaeton
1,Follow,KAROL G,152745,2020-04-02,2w1rq80FIrbxeJy9WYURxw,2020,6900319,Follow,2020-04-01,0.3304416504901672,0.78,0.667,0.735,0.787,6.15e-06,0.0721,0.8754760341431386,0.1980312680949624,0.455,0.7119014371521538,4,2020-01-01,latin,reggaeton,reggaeton colombiano,,,,,,,,"latin,reggaeton,reggaeton colombiano",790FomKkXshlbRYZFtlgla,11614405,0.8888888888888888,0.006158944576716045,reggaeton,reggaeton
2,Créeme,KAROL G,75552,2019-03-13,1mT47pKLXUwPYGwB91GcNz,2019,3272814,Créeme,2018-11-02,0.3545461305898674,0.73,0.154,0.715,0.872,0.000146,0.11,0.9041694024950756,0.045599305153445284,0.682,0.23045880631518464,4,2018-01-01,latin,reggaeton,reggaeton colombiano,,,,,,,,"latin,reggaeton,reggaeton colombiano",790FomKkXshlbRYZFtlgla,11614405,0.8888888888888888,0.0035096904602340425,reggaeton,reggaeton
3,Culpables,KAROL G,56202,2019-03-13,6q8Lb50EtqNeeJXXe8mMAH,2019,2136436,Culpables,2018-09-14,0.3907874728504061,0.7,0.279,0.728,0.8009999999999999,4.71e-06,0.14300000000000002,0.9225213394615892,0.06528662420382167,0.416,0.4517441588550888,4,2018-01-01,latin,reggaeton,reggaeton colombiano,,,,,,,,"latin,reggaeton,reggaeton colombiano",790FomKkXshlbRYZFtlgla,11614405,0.8888888888888888,0.0022910648292572013,reggaeton,reggaeton
4,Punto G,KAROL G,51826,2019-04-05,5Lb1pjnll07UQKxNpnnGBy,2019,1930173,Punto G,2019-04-05,0.2752911128833317,0.62,0.00796,0.787,0.7509999999999999,0.000139,0.0857,0.8635587655942221,0.09163288940359003,0.926,0.6916169465026626,4,2019-01-01,latin,reggaeton,reggaeton colombiano,,,,,,,,"latin,reggaeton,reggaeton colombiano",790FomKkXshlbRYZFtlgla,11614405,0.8888888888888888,0.0020698731320207392,reggaeton,reggaeton
5,Punto G,KAROL G,122406,2019-05-03,2E82gORVSA7UMEz5M1IP3b,2019,1151711,OCEAN,2019-05-03,0.2793273311468347,0.63,0.00938,0.7909999999999999,0.746,0.000117,0.125,0.8642810242941562,0.09771279675738276,0.905,0.6918374300966788,4,2019-01-01,latin,reggaeton,reggaeton colombiano,,,,,,,,"latin,reggaeton,reggaeton colombiano",790FomKkXshlbRYZFtlgla,11614405,0.8888888888888888,0.0012350683875241946,reggaeton,reggaeton
6,Créeme,KAROL G,64151,2019-05-03,4EKZsrsCKyqr64FBHLc0DU,2019,600475,OCEAN,2019-05-03,0.3591618820983206,0.67,0.126,0.715,0.8740000000000001,0.000162,0.105,0.9017071569271176,0.04574406485234511,0.652,0.2308329602929092,4,2019-01-01,latin,reggaeton,reggaeton colombiano,,,,,,,,"latin,reggaeton,reggaeton colombiano",790FomKkXshlbRYZFtlgla,11614405,0.8888888888888888,0.000643935579323798,reggaeton,reggaeton
7,Love With A Quality,KAROL G,46140,2019-05-03,6F9DPkjP6Tbz9FLgLyYgX6,2019,46140,OCEAN,2019-05-03,0.3834381707263911,0.62,0.0646,0.8490000000000001,0.752,3.15e-06,0.106,0.8957977675640184,0.1777649102489867,0.586,0.2577119147997943,4,2019-01-01,latin,reggaeton,reggaeton colombiano,,,,,,,,"latin,reggaeton,reggaeton colombiano",790FomKkXshlbRYZFtlgla,11614405,0.8888888888888888,4.947947479911744e-05,reggaeton,reggaeton
8,Culpables,KAROL G,41255,2019-05-03,4RGKft6YTTWHjpQeRIInuS,2019,362564,OCEAN,2019-05-03,0.3967725639730337,0.61,0.287,0.728,0.812,2.9e-06,0.13,0.9200590938936308,0.0870005790387956,0.418,0.45154371922416503,4,2019-01-01,latin,reggaeton,reggaeton colombiano,,,,,,,,"latin,reggaeton,reggaeton colombiano",790FomKkXshlbRYZFtlgla,11614405,0.8888888888888888,0.00038880529477822314,reggaeton,reggaeton
9,Ocean,KAROL G,31994,2019-05-03,6qoIFQfdmaQF9A1gb67tR7,2019,541126,OCEAN,2019-05-03,0.20954229695180893,0.74,0.933,0.727,0.482,0.0,0.388,0.8157912015758373,0.13288940359004056,0.487,0.08340961174843496,4,2019-01-01,latin,reggaeton,reggaeton colombiano,,,,,,,,"latin,reggaeton,reggaeton colombiano",790FomKkXshlbRYZFtlgla,11614405,0.8888888888888888,0.0005802910767262077,reggaeton,reggaeton
10,Pineapple,KAROL G,45888,2018-03-13,24snQ8Ew7aIKYCt0ulXHvx,2018,3523304,Pineapple,2018-03-02,0.26698276016811595,0.0,0.0508,0.782,0.6709999999999999,2.49e-06,0.388,0.8610308601444517,0.05616676317313261,0.667,0.2173767797368896,4,2018-01-01,latin,reggaeton,reggaeton colombiano,,,,,,,,"latin,reggaeton,reggaeton colombiano",790FomKkXshlbRYZFtlgla,11614405,0.8888888888888888,0.005006209501520792,reggaeton,reggaeton
11,La Dama,KAROL G,22573,2018-03-13,18Lf9mbzkZnQDjksUhpIqY,2018,717355,Unstoppable,2017-10-27,0.34405042452092344,0.0,0.122,0.8420000000000001,0.7709999999999999,0.000167,0.0967,0.8258699934340119,0.2486971627099016,0.75,0.250836835459107,4,2017-01-01,latin,reggaeton,reggaeton colombiano,,,,,,,,"latin,reggaeton,reggaeton colombiano",790FomKkXshlbRYZFtlgla,11614405,0.8888888888888888,0.0010192788975812042,reggaeton,reggaeton
12,Mi Cama,KAROL G,39209,2018-05-11,7sFYVcKSb24qg0dAkqLEFj,2018,84725,Mi Cama,2018-05-11,0.19788496008657092,0.64,0.222,0.826,0.815,6.96e-05,0.0964,0.8624097176625083,0.0930804863925883,0.68,0.6723212913657289,4,2018-01-01,latin,reggaeton,reggaeton colombiano,,,,,,,,"latin,reggaeton,reggaeton colombiano",790FomKkXshlbRYZFtlgla,11614405,0.8888888888888888,0.00012038447435031127,reggaeton,reggaeton
13,A Ella,KAROL G,20711,2017-05-06,3nqrj9bM1clIkejk7BVPtX,2017,145958,A Ella,2017-05-05,0.3192279386310194,0.0,0.231,0.727,0.795,1.19e-05,0.131,0.8565003282994091,0.2848870874348581,0.584,0.7971751374681803,4,2017-01-01,latin,reggaeton,reggaeton colombiano,,,,,,,,"latin,reggaeton,reggaeton colombiano",790FomKkXshlbRYZFtlgla,11614405,0.8888888888888888,0.0003448101810716244,reggaeton,reggaeton
14,La Difícil,Bad Bunny,406642,2020-03-13,6NfrH0ANGmgBXyxgV2PeXt,2020,15258677,YHLQMDLG,2020-02-28,0.22784631598921964,0.85,0.0861,0.685,0.848,7.14e-06,0.0783,0.8693696651346028,0.09061957151129127,0.7609999999999999,0.7845474407199793,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0136192755663922,reggaeton,reggaeton
15,Ignorantes,Bad Bunny,304046,2020-03-13,38RIEav39FGi86jppxO0du,2020,10617618,YHLQMDLG,2020-02-28,0.34970728442517224,0.8,0.267,0.85,0.536,3.89e-05,0.0996,0.8496717005909389,0.05312680949623626,0.505,0.2243788041771619,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.00947685473653358,reggaeton,reggaeton
16,Safaera,Bad Bunny,244655,2020-03-13,2DEZmgHKAvm41k4J3R2E9Y,2020,19832873,YHLQMDLG,2020-02-28,0.5665706761306668,0.89,0.0103,0.607,0.8290000000000001,0.0,0.107,0.8853578463558767,0.5150550086855821,0.685,0.2253342330845655,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.017702017197182927,reggaeton,reggaeton
17,La Santa,Bad Bunny,221070,2020-03-13,69vlMrzHwATKzupwNcUPyK,2020,7011206,YHLQMDLG,2020-02-28,0.3389730978616249,0.84,0.0326,0.7440000000000001,0.868,0.0,0.0822,0.8705843729481287,0.03445280833815866,0.586,0.2043882916530257,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.006257917810747444,reggaeton,reggaeton
18,Si Veo a Tu Mamá,Bad Bunny,207139,2020-03-13,41wtwzCZkXwpnakmwJ239F,2020,8154336,YHLQMDLG,2020-02-28,0.2480710005154256,0.85,0.402,0.9,0.603,4.81e-06,0.134,0.8446815495732108,0.0599305153445281,0.8240000000000001,0.4508689058000548,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0072782292360571155,reggaeton,reggaeton
19,Vete,Bad Bunny,176843,2020-03-13,2n7ohqg1s68ToAHh4u9mcW,2020,5468398,YHLQMDLG,2020-02-28,0.3020573430195734,0.77,0.0363,0.8859999999999999,0.672,8.78e-06,0.101,0.8748522652659226,0.2385639837869137,0.526,0.197299410039353,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.004880870030128297,reggaeton,reggaeton
20,Está Cabrón Ser Yo,Bad Bunny,151928,2020-03-13,4saHEjXw7O1NXJOzBkUKKG,2020,4221089,YHLQMDLG,2020-02-28,0.39415440714518335,0.75,0.0732,0.81,0.8540000000000001,0.0,0.123,0.8878200919238346,0.3341053850607991,0.879,0.6122562152988891,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.003767572659232965,reggaeton,reggaeton
21,Pero Ya No,Bad Bunny,131522,2020-03-13,75pQqzwgCjUOSSy5CpmAjy,2020,3947429,YHLQMDLG,2020-02-28,0.2215740225505104,0.77,0.0475,0.882,0.612,5.07e-06,0.182,0.8187458962573867,0.1372321945570353,0.742,0.5714934756900135,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0035233148542149493,reggaeton,reggaeton
22,25/8,Bad Bunny,129239,2020-03-13,4NqQaovM14WR2hNPMFxgjb,2020,4362887,YHLQMDLG,2020-02-28,0.4334806099972049,0.76,0.092,0.7609999999999999,0.732,0.0,0.0716,0.8395600787918581,0.04588882455124493,0.542,0.5982187598131903,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0038941357968341654,reggaeton,reggaeton
23,Yo Perreo Sola,Bad Bunny,126395,2020-03-13,0SqqAgdovOE24BzxIClpjw,2020,14216199,YHLQMDLG,2020-02-28,0.25103533870641,0.89,0.021,0.86,0.758,6.54e-05,0.344,0.8497045305318449,0.06702374059061958,0.453,0.2309599053924942,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.01268880202966936,reggaeton,reggaeton
24,Hablamos Mañana,Bad Bunny,107802,2020-03-13,1V8XneTrX6kKeoxYbk4x6h,2020,2370762,YHLQMDLG,2020-02-28,0.4257312760757905,0.76,0.0869,0.6829999999999999,0.677,0.0,0.0998,0.8715036112934996,0.034308048639258834,0.514,0.6251912528145066,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0021160459049189588,reggaeton,reggaeton
25,A Tu Merced,Bad Bunny,96345,2020-03-13,4r9jkMEnArtWGH2rL2FZl0,2020,3573138,YHLQMDLG,2020-02-28,0.26075662424449125,0.82,0.16899999999999998,0.86,0.7909999999999999,0.000106,0.106,0.8620485883125409,0.04863925883034164,0.887,0.1976134321278003,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0031892379043574675,reggaeton,reggaeton
26,Bichiyal,Bad Bunny,95746,2020-03-13,4j4w4CXm6BSr0s25wAWrrX,2020,2502445,YHLQMDLG,2020-02-28,0.3135351784372604,0.79,0.31,0.737,0.7659999999999999,6.63e-06,0.114,0.8798424162836507,0.032715691951360745,0.662,0.2105284256803256,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0022335808042034267,reggaeton,reggaeton
27,Que Malo,Bad Bunny,94561,2020-03-13,53v2u51nq3CxiKUNphRzP1,2020,2104937,YHLQMDLG,2020-02-28,0.2403883385602445,0.74,0.0832,0.802,0.787,0.0,0.153,0.8161851608667104,0.05312680949623626,0.446,0.21099611815248112,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0018787813027888922,reggaeton,reggaeton
28,<3,Bad Bunny,94407,2020-03-13,4MZSqgwlE71CWZ6qQ3gkKm,2020,1834459,YHLQMDLG,2020-02-28,0.2147247601732445,0.74,0.602,0.631,0.665,1.7e-06,0.152,0.7699606040709127,0.2979154603358425,0.634,0.11964241569843187,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0016373636217771872,reggaeton,reggaeton
29,La Zona,Bad Bunny,82596,2020-03-13,5kqNIqFjijuzvVLhuY9B8j,2020,1309294,YHLQMDLG,2020-02-28,0.1606820029284379,0.74,0.2,0.762,0.8009999999999999,7.04e-05,0.254,0.8989166119500984,0.025622466705269256,0.81,0.21076895323743414,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0011686226652169065,reggaeton,reggaeton
30,Soliá,Bad Bunny,77354,2020-03-13,7sOfmPd18RWp3FoCzpa7Kw,2020,1423420,YHLQMDLG,2020-02-28,0.218096823080809,0.76,0.117,0.71,0.81,0.000132,0.154,0.8383125410374263,0.09004053271569196,0.184,0.19773369590635465,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0012704868991403374,reggaeton,reggaeton
31,Callaita,Bad Bunny,65700,2020-03-13,2TH65lNHgvLxCKXM3apjxI,2020,3534389,Callaita,2019-05-31,0.4520923458018458,0.84,0.6,0.61,0.624,2.12e-06,0.243,0.8624097176625083,0.4137232194557036,0.244,0.75981987158501,4,2019-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.003154652120221521,reggaeton,reggaeton
32,P FKN R,Bad Bunny,65366,2020-03-13,0fgsKar6uBO08vzHXkTjWi,2020,989664,YHLQMDLG,2020-02-28,0.4719580274329498,0.72,0.409,0.82,0.635,0.0,0.244,0.8303676953381485,0.07817023740590621,0.528,0.25775200272597903,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0008833339046457284,reggaeton,reggaeton
33,Puesto Pa' Guerrial,Bad Bunny,64800,2020-03-13,5gCg2qMPzKkW4jS4dBKdDs,2020,994990,YHLQMDLG,2020-02-28,0.2973979983024292,0.71,0.311,0.867,0.6859999999999999,0.0,0.1,0.8437294812869337,0.2863346844238564,0.6579999999999999,0.5179493689492286,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0008880876760026164,reggaeton,reggaeton
34,Una Vez,Bad Bunny,62487,2020-03-13,5J7teKIJGtqVypgYI6sqXj,2020,958741,YHLQMDLG,2020-02-28,0.4058399513807508,0.76,0.132,0.55,0.598,2.58e-06,0.0955,0.8417596848325672,0.08671105964099594,0.5429999999999999,0.14291345684868814,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0008557332903631437,reggaeton,reggaeton
35,PA' ROMPERLA,Bad Bunny,421056,2020-05-10,5XqCz18k96K8tx6DAYM97i,2020,1640304,LAS QUE NO IBAN A SALIR,2020-05-10,0.3076372737320146,0.83,0.016,0.772,0.83,0.0,0.0843,0.8543335521996062,0.05312680949623626,0.6970000000000001,0.2108958983370192,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0014640687517440331,reggaeton,reggaeton
36,MÁS DE UNA CITA,Bad Bunny,335886,2020-05-10,4EJHKSnHENfjOxXWryyNtL,2020,1252667,LAS QUE NO IBAN A SALIR,2020-05-10,0.2802504814485254,0.78,0.0122,0.865,0.5,7.730000000000001e-05,0.098,0.6643795141168747,0.09105385060799072,0.317,0.2039807310701472,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0011180797041529758,reggaeton,reggaeton
37,BAD CON NICKY,Bad Bunny,293267,2020-05-10,5bmSver2b3ZXyuyLKtgnFI,2020,1096848,LAS QUE NO IBAN A SALIR,2020-05-10,0.32825429713643905,0.82,0.321,0.59,0.7290000000000001,0.0,0.659,0.8565988181221275,0.0956861609727852,0.7120000000000001,0.2047691269517809,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0009790019912241507,reggaeton,reggaeton
38,SI ELLA SALE,Bad Bunny,292367,2020-05-10,1zaDh3qaGSeSmulNyWlUxm,2020,899516,LAS QUE NO IBAN A SALIR,2020-05-10,0.1769602199149163,0.73,0.0589,0.8690000000000001,0.727,0.00991,0.107,0.7762639527248851,0.14447017950202665,0.92,0.5713932558745517,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0008028714599816778,reggaeton,reggaeton
39,BYE ME FUI,Bad Bunny,277529,2020-05-10,0FktnzDqjClqU6iqOZVEs2,2020,985912,LAS QUE NO IBAN A SALIR,2020-05-10,0.2660955101559355,0.82,0.412,0.7120000000000001,0.599,2.15e-05,0.103,0.8108995403808273,0.12854661262304576,0.588,0.7839995723954541,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0008799850217822204,reggaeton,reggaeton
40,BENDICIONES,Bad Bunny,246242,2020-05-10,2CoMYp2uIKsT09nreEZnZn,2020,978038,LAS QUE NO IBAN A SALIR,2020-05-10,0.2072703214870925,0.77,0.0378,0.828,0.581,0.0,0.103,0.6937951411687459,0.07136653155761435,0.843,0.544855048740237,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0008729570090777263,reggaeton,reggaeton
41,RONCA FREESTYLE,Bad Bunny,210548,2020-05-10,3XZeOzJ9tqnu58YP6cqApI,2020,762150,LAS QUE NO IBAN A SALIR,2020-05-10,0.1944487895191669,0.74,0.165,0.856,0.6559999999999999,0.0,0.0998,0.8062705187130663,0.15605095541401276,0.586,0.18437105384476613,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0006802641456350255,reggaeton,reggaeton
42,EN CASITA,Bad Bunny,192646,2020-05-10,2DhNdoHxavs7Qtf5MnhZD0,2020,650708,LAS QUE NO IBAN A SALIR,2020-05-10,0.26209519218194266,0.71,0.221,0.779,0.764,0.000669,0.0909,0.7493434011818779,0.10220034742327737,0.675,0.6390483126323736,4,2020-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0005807955411374089,reggaeton,reggaeton
43,NI BIEN NI MAL,Bad Bunny,167627,2019-03-13,278kSqsZIiYp8p3QjYAqa8,2019,6948755,X 100PRE,2018-12-23,0.41537660685849387,0.76,0.556,0.826,0.449,1.85e-05,0.273,0.7456336178594879,0.06398378691372322,0.337,0.43817439584154577,4,2018-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0074516850435141155,reggaeton,reggaeton
44,MIA (feat. Drake),Bad Bunny,119280,2019-03-13,116H0KvKr2Zl4RPuVBruDO,2019,4794726,MIA (feat. Drake),2018-10-11,0.34909441519710543,0.81,0.0141,0.8170000000000001,0.539,0.000496,0.099,0.8106697307944846,0.056311522872032435,0.158,0.23128060880197235,4,2018-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.005141753885688625,reggaeton,reggaeton
45,Desde el Corazón,Bad Bunny,87458,2019-03-13,1R2mapMAUiYqre6jcFX57g,2019,3203833,Más de un Siglo,2018-12-03,0.1354184563388372,0.62,0.0529,0.7390000000000001,0.6629999999999999,0.0,0.198,0.8090610636900853,0.3514765489287783,0.368,0.7855830454797523,4,2018-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0034357168223684608,reggaeton,reggaeton
46,Caro,Bad Bunny,84093,2019-03-13,6it15CsDlkqB7N4lF0C1qM,2019,3520770,X 100PRE,2018-12-23,0.3980418956378584,0.73,0.627,0.6509999999999999,0.575,0.000202,0.0961,0.7650361129349967,0.3992472495657209,0.248,0.6518363610853138,4,2018-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.003775592771748779,reggaeton,reggaeton
47,Solo de Mi,Bad Bunny,65043,2019-03-13,4uP3pUP18ennmz0tb3GphR,2019,2397628,X 100PRE,2018-12-23,0.31729701591664977,0.7,0.287,0.743,0.73,8.1e-05,0.0778,0.8774786605384111,0.14736537348002318,0.15,0.7852289354651203,4,2018-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.002571161122749422,reggaeton,reggaeton
48,La Romana,Bad Bunny,49707,2019-03-13,1khmgu0pveJbkbpbkyvcQv,2019,2985839,X 100PRE,2018-12-23,0.5804256235752072,0.75,0.0327,0.655,0.725,0.00264,0.0611,0.8386408404464872,0.2385639837869137,0.326,0.4232884125849363,4,2018-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.003201945070540139,reggaeton,reggaeton
49,Si Estuviésemos Juntos,Bad Bunny,46914,2019-03-13,35wvL50xvKpCHEJPxLOLPI,2019,2777411,X 100PRE,2018-12-23,0.2436501362928848,0.81,0.0626,0.672,0.594,5.14e-05,0.152,0.7954366382140513,0.08063115228720323,0.158,0.730989971337133,4,2018-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.00297843167709778,reggaeton,reggaeton
50,200 Mph,Bad Bunny,32686,2019-03-15,5jGUJXnELDaDTgiRjD9lsg,2019,90876,X 100PRE,2018-12-23,0.2468862909615893,0.7,0.0139,0.85,0.5,0.000384,0.0947,0.7988837820091924,0.06268094962362479,0.816,0.6519232182587142,4,2018-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,9.745333228965314e-05,reggaeton,reggaeton
51,Amorfoda,Bad Bunny,239914,2018-03-13,3ITvHA9zhZZdBJsOsAUegF,2018,10788447,Amorfoda,2018-02-15,0.20884736991914746,0.05,0.984,0.742,0.4320000000000001,5.78e-05,0.0796,0.771602101116218,0.05544296467863346,0.252,0.5716471460737217,3,2018-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.015329141589273444,reggaeton,reggaeton
52,Sensualidad,Bad Bunny,130281,2018-03-13,5hcisvFMidkMJlElTO9Qmw,2018,7240373,Sensualidad,2017-11-03,0.5724916595934548,0.74,0.423,0.807,0.6809999999999999,0.0,0.0962,0.8133289560078792,0.10871453387376953,0.6759999999999999,0.5182032591483988,4,2017-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.010287736768429465,reggaeton,reggaeton
53,Dime Si Te Acuerdas,Bad Bunny,54901,2018-03-13,49VSioK272TASR4r9vRTuP,2018,2315847,Dime Si Te Acuerdas,2018-02-22,0.2898717590372568,0.01,0.486,0.74,0.595,0.0,0.163,0.7209455022980958,0.05660104226983208,0.316,0.4644453501346287,4,2018-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.003290552065750904,reggaeton,reggaeton
54,Chambea,Bad Bunny,32807,2018-03-13,6ElmxV9B2mSNscEjP27M7i,2018,1766083,Chambea,2017-12-01,0.3019932353597337,0.02,0.24,0.8540000000000001,0.868,0.00204,0.152,0.9056795797767564,0.1893456861609728,0.631,0.3577446532728451,4,2017-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.0025094006918149397,reggaeton,reggaeton
55,Soy Peor,Bad Bunny,20634,2018-03-24,5MT96Zz0ymUJNm8obKZQr0,2018,1824822,Soy Peor,2016-12-08,0.4695142434398632,0.03,0.679,0.732,0.605,0.0029,0.114,0.9156927117531192,0.09090909090909093,0.14300000000000002,0.3574239498633669,4,2016-01-01,latin,reggaeton,trap latino,,,,,,,,"latin,reggaeton,trap latino",4q3ewBCX7sLwd24euuV69X,24278509,0.9797979797979798,0.00259286205078647,reggaeton,reggaeton
